URLSimilarityIndex,NoOfExternalRef,LineOfCode,NoOfSelfRef,NoOfImage,NoOfJS,HasSocialNet,NoOfCSS,HasCopyrightInfo,IsHTTPS,LargestLineLength,HasDescription,label
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,135,1052,123,25,25,1,13,1,1,11943,0,1
1,2,163,34,16,18,0,4,1,1,560,0,1
1,18,749,80,21,24,1,1,0,1,3726,0,1
1,29,1108,65,46,14,1,3,1,1,17648,0,1
1,15,1074,10,14,6,1,6,1,1,710,0,1
1,117,823,96,6,17,1,10,1,1,13730,1,1
0,1,26,0,0,0,0,0,0,1,75,0,0
0,0,2,0,0,0,0,0,0,0,31,0,0
1,14,961,141,21,3,1,11,1,1,545,1,1
0,0,2,0,0,0,0,0,0,1,42,0,0
1,60,6558,280,76,33,1,9,1,1,48754,1,1
1,23,2200,32,92,28,1,4,1,1,2677,1,1
1,116,562,103,10,12,1,6,1,1,9381,1,1
0,8,129,0,5,0,0,0,0,1,412,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,4,271,1,19,9,0,3,0,1,19966,0,0
0,3,26,3,1,1,0,0,1,1,25871,0,0
0,1,68,0,0,0,0,0,0,1,80,0,0
0,1,68,0,0,0,0,0,0,1,80,0,0
0,0,11,0,0,0,0,0,0,0,85,0,0
0,0,15,0,0,0,0,0,0,1,155,0,0
1,28,4508,80,83,6,1,4,1,1,12054,1,1
0,6,84,6,2,3,0,1,0,0,254,0,0
1,124,931,118,32,55,1,31,1,1,9381,1,1
1,233,4356,188,104,45,1,39,1,1,9381,0,1
0,1,135,0,5,1,0,1,0,0,405,0,0
0,0,2,0,0,0,0,0,0,1,58,0,0
0,0,2,0,0,0,0,0,0,1,95,0,0
1,191,4792,180,46,19,1,15,1,1,65660,1,1
1,73,493,68,29,14,1,5,1,1,1746,0,1
0,0,15,0,0,0,0,0,0,0,155,0,0
1,21,501,41,10,22,1,7,1,1,5506,1,1
1,81,345,79,7,13,0,6,1,1,1820,1,1
1,24,939,73,33,35,1,6,1,1,2682,1,1
0,1,2,1,0,1,0,0,0,0,854,0,0
1,24,966,163,25,32,1,16,1,1,506,1,1
0,1,17,0,0,0,0,0,0,1,58,0,0
1,11,1396,80,27,10,0,3,1,1,827,1,1
0,0,2,0,0,0,0,0,0,0,24,0,0
0,0,2,0,0,0,0,0,0,1,46,0,0
1,46,752,27,12,24,1,9,1,1,1820,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,105,1086,92,21,7,0,9,0,1,9381,1,1
1,8,1859,67,8,16,0,9,1,1,1086,1,1
1,66,711,62,24,16,1,18,1,1,9381,0,1
1,47,2041,78,42,38,1,7,1,1,22002,1,1
1,26,410,36,45,5,1,2,1,1,2396,1,1
1,59,671,75,34,10,1,6,1,1,8047,1,1
1,19,156,19,10,6,0,3,0,1,776,0,1
1,519,6211,494,110,19,1,5,1,1,1251,1,1
1,1166,2583,1166,4,4,0,2,1,1,318,1,1
1,82,382,48,35,0,1,0,0,1,1508,1,1
0,1,29,8,0,1,0,1,1,1,1109,1,0
1,15,3339,112,52,23,1,5,1,1,2678,1,1
1,9,740,39,5,12,1,2,0,1,12625,1,1
0,1,13,1,0,0,0,0,0,1,115,0,0
1,28,3688,27,20,9,0,69,1,1,447,0,1
0,0,14,0,0,0,0,0,0,0,14332,0,0
0,1,9,1,0,0,0,0,0,0,88,0,0
1,123,673,119,14,31,0,22,1,1,9381,0,1
1,94,679,95,27,28,1,16,1,1,9381,1,1
0,3,227,0,3,1,0,0,0,0,276,0,0
0,0,2,0,0,0,0,0,0,0,30,0,0
1,38,364,33,7,8,0,8,1,1,1782,1,1
1,16,420,3,18,7,1,5,1,1,260,1,1
0,0,4,0,0,1,0,1,0,0,525,0,0
1,31,908,48,55,16,1,26,0,1,4675,0,1
0,0,9,0,0,0,0,0,0,0,50,0,0
0,0,2,0,0,0,0,0,0,0,32,0,0
0,0,11,0,0,0,0,0,0,1,104,0,0
1,8,565,21,2,10,0,6,0,1,265,0,1
0,1,95,2,0,0,0,2,0,1,394,0,0
0,0,201,0,7,4,0,1,0,1,110,0,0
1,223,832,212,49,1,1,3,1,1,11262,1,1
1,363,3180,356,6,15,1,8,1,1,71478,1,1
0,0,11,0,0,0,0,0,0,1,119,0,0
1,159,2076,150,22,19,1,17,1,1,9381,1,1
0,0,9,0,0,0,0,0,0,0,119,0,0
0,1,6,0,1,1,0,1,0,1,31709,0,0
1,46,470,41,35,4,1,2,1,1,4681,1,1
1,386,5190,353,89,39,1,20,1,1,13682,0,1
0,0,11,0,0,0,0,0,0,0,113,0,0
0,5,125,2,1,1,0,0,1,1,53608,1,0
0,0,9,0,0,0,0,0,0,0,50,0,0
0,2,520,1,13,0,0,1,0,1,951,0,0
0,0,9,0,0,0,0,0,0,0,55,0,0
1,7,259,0,6,8,1,1,1,1,624,1,1
1,90,663,83,13,17,1,13,1,1,9381,1,1
1,17,840,58,42,5,1,2,0,1,1754,1,1
1,60,2325,128,27,19,1,18,1,1,651,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,3,141,0,4,0,0,0,0,1,161,0,0
1,273,881,306,45,10,0,10,1,1,618,1,1
0,4,242,0,2,5,0,2,0,0,5767,0,0
1,79,3104,1,0,9,0,2,1,1,8822,0,1
1,174,900,171,37,14,1,9,1,1,778,1,1
1,27,1521,99,106,33,1,14,0,1,376,1,1
0,0,88,1,0,0,0,1,0,1,3396,0,0
1,27,950,2,23,6,1,9,1,1,704,1,1
0,0,2,0,0,0,0,0,0,0,32,0,0
0,1,17,1,0,0,0,0,0,0,383,0,0
1,6,189,19,17,5,1,0,1,1,579,1,1
0,24,53,0,15,0,0,1,0,1,197,1,0
0,2,23,2,0,1,0,1,0,1,3119,0,0
1,454,9564,447,173,17,1,7,1,1,1001,0,1
0,0,13,0,1,0,0,0,0,0,1136,0,0
1,5,795,23,9,13,1,14,1,1,1350,1,1
0,0,20,0,0,0,0,0,0,0,214,0,0
1,63,561,71,45,10,1,4,0,1,621,1,1
0,0,104,0,3,0,0,0,0,1,385,0,0
1,201,4733,227,106,36,1,6,1,1,792,1,1
1,387,1998,325,49,7,1,8,1,1,2213,0,1
0,2,8,2,1,2,0,1,1,1,36705,0,0
0,2,18,2,2,0,0,0,0,1,32897,0,0
1,59,3461,505,63,27,1,9,1,1,1233,1,1
0,0,9,0,0,0,0,0,0,1,118,0,0
0,3,94,2,0,1,0,1,0,0,501,0,0
1,812,5430,264,131,26,1,23,0,1,5754,0,1
1,29,3584,68,24,22,1,6,1,1,14414,1,1
0,3,156,0,2,3,1,1,1,0,1387,0,0
1,13,2567,33,14,0,0,4,1,1,7209,1,1
1,140,6044,152,120,42,1,21,1,1,49873,1,1
0,0,104,0,3,0,0,0,0,1,385,0,0
1,3,138,0,9,3,1,10,0,1,299,1,1
0,1,212,1,1,0,0,0,1,0,4070,0,0
1,32,611,11,16,0,1,5,0,1,499,0,1
0,0,2,0,0,0,0,0,0,0,135,0,0
1,17,1052,102,48,8,1,1,1,1,384,1,1
0,0,15,0,0,0,0,0,0,1,155,0,0
1,166,1133,184,48,45,1,31,0,1,1843,1,1
0,0,12,0,0,0,0,0,0,0,103,0,0
1,189,963,214,53,18,0,6,1,1,9381,1,1
1,88,393,88,7,1,0,3,1,1,708,1,1
0,0,129,3,1,1,0,0,0,1,368,0,0
0,0,30,2,1,0,0,2,0,1,115,0,0
0,1,29,8,0,1,0,1,1,1,1097,1,0
1,389,1753,359,70,17,1,13,1,1,9381,1,1
0,0,9,0,0,0,0,0,0,1,111,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,66,1602,145,43,18,1,7,1,1,36376,1,1
0,0,20,0,0,0,0,0,0,0,206,0,0
1,100,1176,144,33,15,1,22,1,1,15013,1,1
1,47,249,41,15,1,1,4,1,1,1129,0,1
1,155,3200,3,116,14,1,10,1,1,2155,1,1
1,101,1529,93,36,53,1,44,1,1,9791,1,1
0,0,2,0,0,0,0,0,0,0,58,0,0
0,0,2,0,0,0,0,0,0,0,41,0,0
1,26,737,73,93,10,1,3,1,1,788,1,1
1,62,2138,121,68,8,1,2,1,1,5336,1,1
0,1,53,0,2,4,0,1,0,1,224,1,0
1,17,563,99,9,15,0,55,1,1,1689,1,1
1,326,3030,328,80,25,1,5,1,1,38590,1,1
0,2,90,2,0,0,0,2,0,1,394,0,0
1,77,610,73,16,19,1,19,1,1,10152,0,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,87,1336,82,10,43,1,49,1,1,9381,0,1
0,3,164,0,2,3,0,2,1,0,376,1,0
0,0,2,0,0,0,0,0,0,0,40,0,0
0,0,3,0,0,0,0,0,0,1,48,0,0
0,0,14,0,0,0,0,0,0,1,67,0,0
1,38,16846,304,178,14,1,1,1,1,8735,1,1
1,8,1369,30,14,12,1,2,0,1,13704,1,1
1,63,547,91,100,14,1,1,1,1,530,1,1
0,0,11,0,0,0,0,0,0,0,80,0,0
0,2,245,0,2,4,0,1,0,0,248,0,0
1,22,707,21,18,5,1,3,1,1,446,0,1
0,2,90,2,0,0,0,2,0,1,394,0,0
1,3,662,0,7,7,1,10,1,1,1953,1,1
1,32,1405,169,28,8,1,4,1,1,557,0,1
1,10,411,6,0,12,0,12,1,1,699,1,1
0,3,171,2,8,9,0,1,0,0,250093,0,0
1,19,537,9,46,8,1,11,1,1,441,1,1
1,20,332,36,15,5,1,2,1,1,292,1,1
0,0,90,0,0,1,0,1,1,1,200,1,0
1,31,3435,261,111,17,1,14,1,1,13937,1,1
1,58,3804,53,8,26,1,15,1,1,5778,1,1
1,101,1016,95,32,11,1,16,1,1,1014,0,1
1,5,575,97,2,23,1,6,1,1,424,1,1
1,318,12257,265,113,18,1,6,1,1,5839,1,1
0,8,662,0,0,2,0,0,0,1,1005,0,0
0,0,2,0,0,0,0,0,0,0,38,0,0
1,440,6100,352,48,7,1,72,1,1,20759,0,1
1,26,419,87,22,5,0,4,1,1,573,0,1
0,0,2,0,0,0,0,0,0,0,34,0,0
1,117,1684,526,19,15,1,3,1,1,531,1,1
1,8,317,17,13,7,0,2,1,1,216,1,1
1,14,666,80,20,12,1,3,0,1,309,0,1
1,9,774,70,40,10,1,4,1,1,584,1,1
0,1,9,1,0,0,0,0,0,0,85,0,0
0,1,36,0,0,2,0,0,0,1,247,0,0
1,22,513,38,7,5,1,2,0,1,751,1,1
1,93,482,93,14,8,1,7,1,1,1782,0,1
0,0,20,0,0,0,0,0,0,0,207,0,0
1,207,1348,193,49,20,1,91,1,1,9381,1,1
0,0,2,0,0,0,0,0,0,1,77,0,0
0,0,20,0,0,0,0,0,0,0,211,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,12,278,12,1,9,0,5,1,1,160,1,1
1,284,2500,17,150,20,1,6,1,1,2778,1,1
1,326,965,350,11,20,1,7,0,1,1902,1,1
0,0,2,0,0,0,0,0,0,1,67,0,0
0,0,129,3,1,1,0,0,0,1,368,0,0
1,47,573,30,20,8,0,2,1,1,2167,1,1
0,1,13,1,0,0,0,0,0,1,125,0,0
0,1,4,1,0,0,0,0,0,0,61,0,0
1,22,2608,27,45,21,1,6,0,1,15348,1,1
0,1,49,0,0,2,0,0,0,0,780,0,0
1,103,1269,95,20,109,1,58,1,1,30722,1,1
1,24,4700,79,0,25,1,11,1,1,962,1,1
0,0,59,1,2,3,0,0,0,1,78,1,0
1,15,281,6,6,13,0,5,1,1,470,1,1
1,131,2420,128,31,33,1,20,1,1,20001,1,1
1,343,5252,292,29,19,1,6,1,1,15196,0,1
1,270,934,241,29,6,1,5,0,1,5494,0,1
1,84,615,84,28,5,0,5,1,1,16787,1,1
0,0,2,0,0,0,0,0,0,0,63,0,0
1,25,773,64,9,3,1,2,1,1,9952,1,1
0,1,2,0,0,1,0,0,0,0,2551,0,0
1,94,2852,115,59,35,1,33,0,1,9381,0,1
1,60,2705,226,44,17,0,10,1,1,1177,1,1
1,296,12080,262,32,39,1,21,1,1,831,0,1
1,35,688,31,13,12,1,2,1,1,13345,1,1
1,29,449,0,32,1,0,1,1,1,440,0,1
0,0,43,1,0,2,0,0,0,0,102,0,0
1,385,2076,353,51,39,1,27,1,1,17889,0,1
1,41,675,79,43,19,1,18,1,1,830,0,1
1,109,1096,103,54,13,1,9,1,1,8047,1,1
1,8,496,65,27,9,0,10,1,1,557,1,1
1,80,1996,0,47,50,1,23,1,1,8047,1,1
0,0,2,0,0,0,0,0,0,1,47,0,0
1,88,2015,2,101,11,1,17,1,1,704,1,1
1,113,1734,86,81,8,1,7,1,1,9381,1,1
1,38,386,32,6,10,1,3,1,1,472,1,1
1,190,2680,157,25,66,1,46,1,1,44773,1,1
1,79,1166,13,78,30,1,17,1,1,412,1,1
0,0,3,0,0,0,0,0,0,1,363,0,0
1,26,790,89,41,3,1,53,1,1,13466,0,1
1,13,1156,0,48,19,1,16,1,1,797,1,1
0,18,227,16,14,6,0,2,0,1,644,1,0
1,24,1648,65,132,6,1,4,1,1,1641,0,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,0,33,0,0
0,0,2,0,0,0,0,0,0,0,70,0,0
0,0,2,0,0,0,0,0,0,0,123,0,0
1,20,290,30,66,8,1,8,1,1,570,1,1
1,16,391,14,11,10,1,6,1,1,574,1,1
1,10,2346,28,9,15,1,12,0,1,436,1,1
1,60,392,73,12,7,1,5,0,1,9309,0,1
0,0,103,0,14,0,0,1,0,0,87,0,0
0,1,4,0,0,0,0,0,0,0,73,0,0
0,0,2,0,0,1,0,1,0,0,537,0,0
1,24,1161,8,38,36,1,20,1,1,3192,1,1
1,27,2431,89,108,19,1,3,1,1,3978,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,52,575,43,13,13,1,6,1,1,9381,1,1
0,0,2,0,0,0,0,0,0,1,60,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
1,46,395,33,12,8,1,3,1,1,1917,0,1
0,0,11,1,0,2,0,1,0,1,1663,0,0
0,3,203,0,1,5,0,3,1,1,1015,0,0
0,0,59,1,2,3,0,0,0,1,78,1,0
0,1,9,0,0,0,0,0,0,1,98,0,0
0,0,2,0,0,0,0,0,0,1,29,0,0
1,75,13687,104,117,48,1,82,1,1,10528,0,1
1,18,2030,45,51,55,1,14,0,1,10578,1,1
0,0,6,0,0,0,0,0,0,1,329,0,0
1,38,371,36,26,22,1,7,1,1,9381,1,1
1,22,3776,170,90,21,1,96,1,1,9405,1,1
1,22,344,1,6,1,0,0,1,1,1756,1,1
0,0,2,0,0,0,0,0,0,0,77,0,0
1,59,790,55,1,11,0,12,0,1,8491,0,1
1,10,196,2,3,3,0,2,1,1,452,1,1
0,0,214,2,3,0,0,10,0,1,397,0,0
1,37,3934,31,119,22,1,16,0,1,9381,1,1
0,1,16,0,0,0,0,0,0,0,286,0,0
1,12,3376,94,54,24,1,18,1,1,3155,1,1
0,4,271,1,19,9,0,3,0,1,19966,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,54,1277,44,12,22,0,13,1,1,9455,0,1
1,1,410,17,38,12,0,6,1,1,222,0,1
1,3,799,10,8,3,1,5,1,1,3080,1,1
0,1,2,1,0,1,0,0,0,0,827,0,0
1,52,808,46,10,8,1,3,1,1,10942,1,1
0,1,11,1,0,0,0,0,0,0,70,0,0
1,100,1225,134,40,7,1,3,1,1,9381,1,1
1,159,1358,158,73,37,1,24,1,1,9381,1,1
1,168,732,164,54,21,1,12,1,1,1280,1,1
0,0,2,0,0,0,0,0,0,0,38,0,0
1,10,1215,67,11,25,1,20,1,1,842,0,1
0,1,21,0,0,3,0,2,0,1,211,0,0
1,16,617,36,11,15,0,4,1,1,1220,1,1
0,3,273,2,19,9,0,3,0,1,19959,0,0
0,0,2,0,0,0,0,0,0,0,55,0,0
0,0,2,0,0,1,0,0,0,1,63,0,0
0,0,9,0,0,0,0,0,0,0,130,0,0
1,214,1722,207,31,10,1,1,1,1,5729,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,28,6728,335,56,22,0,12,1,1,9535,1,1
1,108,765,119,22,4,1,4,1,1,9381,1,1
0,1,4,1,0,0,0,0,0,0,59,0,0
1,180,2255,164,35,91,1,44,1,1,9381,0,1
1,44,719,156,68,18,1,7,1,1,6945,1,1
0,4,271,1,19,9,0,3,0,1,19864,0,0
1,39,513,45,10,16,1,14,1,1,810,1,1
1,30,603,18,15,3,1,1,1,1,4642,1,1
1,151,1407,144,61,45,1,29,1,1,9381,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,82,1177,117,8,9,1,11,0,1,8396,1,1
0,1,5,0,0,1,0,1,1,1,183031,0,0
1,6,996,3,8,8,1,1,1,1,8783,0,1
1,102,487,98,2,13,1,8,1,1,3492,0,1
0,0,2,0,0,0,0,0,0,0,33,0,0
1,92,2020,161,39,36,1,6,1,1,19441,1,1
0,0,2,0,0,0,0,0,0,0,37,0,0
1,188,2018,155,75,40,1,33,1,1,43357,1,1
1,94,348,92,5,11,1,6,1,1,2027,1,1
1,4,235,2,4,11,1,9,1,1,2287,1,1
1,27,554,4,2,9,0,8,1,1,580,1,1
1,10,502,13,35,4,0,4,1,1,640,0,1
1,19,1387,74,19,12,1,5,1,1,3827,1,1
1,384,4320,0,115,15,1,13,1,1,314,0,1
1,9,319,25,6,1,1,2,1,1,1326,1,1
0,3,27,0,1,0,0,1,0,1,133,0,0
0,0,36,0,0,0,0,0,0,0,215,0,0
1,22,4319,113,34,13,1,2,1,1,15693,1,1
0,0,30,2,1,0,0,2,0,1,115,0,0
1,0,9,0,0,0,0,0,0,0,50,0,0
1,80,653,69,11,19,0,16,0,1,9381,0,1
0,1,64,3,0,8,0,2,0,1,151,1,0
1,227,1323,220,14,16,1,20,1,1,9455,0,1
1,21,7078,11,23,7,1,3,0,1,22382,1,1
0,0,2,0,0,0,0,0,0,1,56,0,0
0,1,2,1,0,1,0,0,0,0,883,0,0
1,15,504,49,13,10,1,9,1,1,229,1,1
0,1,95,2,0,0,0,2,0,1,394,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,17,1702,38,24,27,1,4,1,1,4193,1,1
0,4,271,1,19,9,0,3,0,1,20147,0,0
1,28,623,165,22,18,1,25,0,1,1764,0,1
0,23,96,1,1,0,0,0,1,0,191,0,0
0,0,2,0,0,0,0,0,0,0,32,0,0
1,3,875,39,10,12,0,7,1,1,3134,1,1
0,0,2,0,0,0,0,0,0,0,41,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,1,106,1,0,0,0,1,0,1,2436,0,0
1,24,1752,103,54,17,1,11,1,1,753,1,1
0,0,31,0,0,0,0,0,0,0,122,0,0
1,1451,16302,2158,84,8,1,2,1,1,26909,1,1
1,14,248,25,4,9,1,6,1,1,360,1,1
1,19,469,78,13,21,1,17,1,1,3467,1,1
0,0,2,0,0,0,0,0,0,0,37,0,0
1,23,765,138,30,9,1,10,0,1,539,1,1
1,43,397,31,16,2,0,3,0,1,326,0,1
1,14,3423,179,31,62,1,38,1,1,1514,1,1
0,0,14,0,0,2,0,0,0,0,734,1,0
0,1,68,0,0,0,0,0,0,1,80,0,0
1,221,2394,204,39,32,1,3,1,1,8047,1,1
0,0,2,0,0,0,0,0,0,0,35,0,0
0,0,474,0,10,1,0,2,1,0,780,0,0
1,315,1621,358,43,27,1,13,1,1,1596,1,1
1,81,496,75,42,15,1,11,1,1,9381,1,1
1,4,344,50,25,13,0,5,1,1,730,0,1
1,16,645,90,12,10,1,9,1,1,978,1,1
0,0,2,0,0,0,0,0,0,0,480,0,0
1,37,625,49,29,2,1,1,0,1,2776,1,1
1,12,1078,102,15,24,1,3,1,1,1036,1,1
1,94,769,94,23,35,1,20,1,1,4894,1,1
1,12,2095,88,17,7,1,7,1,1,8128,1,1
1,20,939,10,96,10,1,6,0,1,17626,1,1
0,0,2,0,0,0,0,0,0,0,34,0,0
1,31,6528,105,83,51,1,8,0,1,6859,1,1
1,7,1078,1,43,38,1,4,1,1,548,1,1
1,18,645,48,24,5,1,1,1,1,6158,1,1
0,0,24,0,0,3,0,0,0,0,85,0,0
0,1,2,0,0,1,0,0,0,0,2551,0,0
0,0,11,0,0,0,0,0,0,1,120,0,0
0,0,2,0,0,0,0,0,0,0,33,0,0
1,213,3798,222,60,11,1,11,1,1,452,1,1
1,111,642,101,14,15,0,9,0,1,8200,1,1
1,102,828,99,2,36,0,31,0,1,8047,0,1
1,243,2992,199,39,39,1,15,1,1,7999,0,1
0,0,2,0,0,0,0,0,0,0,39,0,0
0,0,8,0,0,0,0,0,0,0,41,0,0
1,249,1751,247,32,19,1,10,0,1,2182,1,1
1,46,853,136,24,7,1,1,1,1,1342,1,1
0,0,20,0,0,0,0,0,0,0,213,0,0
1,45,465,50,11,13,0,5,1,1,315,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
0,1,2,1,0,1,0,1,0,1,714,0,0
0,2,141,1,4,6,0,0,1,1,11383,0,0
0,1,9,0,0,0,0,0,0,0,74,0,0
1,8,396,22,7,5,1,1,1,1,1057,1,1
1,20,997,14,18,0,1,1,1,1,659,0,1
1,19,866,79,7,3,0,3,1,1,2896,1,1
1,43,320,16,9,2,1,2,0,1,805,0,1
0,1,50,0,0,0,0,0,0,1,89,1,0
1,84,698,73,17,14,1,15,0,1,1663,0,1
1,20,1931,5,55,8,1,5,1,1,24930,1,1
0,0,58,2,0,1,0,2,0,1,3018,1,0
1,12,1069,0,9,37,1,2,0,1,352,1,1
1,91,530,95,28,10,1,5,0,1,4176,1,1
0,0,45,0,0,1,0,0,0,1,86,0,0
0,4,271,1,19,9,0,3,0,1,20376,0,0
0,0,20,0,0,0,0,0,0,0,210,0,0
1,15,1036,10,14,26,0,6,1,1,4387,1,1
1,93,1385,80,33,29,1,26,0,1,12489,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,81,1070,81,38,30,1,25,1,1,3631,0,1
1,11,308,10,8,11,1,1,1,1,196,1,1
0,0,9,0,0,0,0,0,0,0,119,0,0
1,5,850,2,47,7,1,6,1,1,585,1,1
1,12,632,24,21,19,1,8,1,1,776,1,1
0,0,1012,0,0,0,0,0,0,1,204,0,0
0,3,314,0,0,0,0,0,0,1,871,0,0
0,2,616,0,1,1,0,1,0,1,1734,0,0
0,0,9,0,0,0,0,0,0,0,90,0,0
1,42,1694,38,21,6,1,5,0,1,5173,0,1
0,2,10,2,1,2,0,1,1,1,36480,0,0
1,79,1236,75,22,34,1,17,1,1,1871,1,1
1,38,412,33,10,11,0,6,1,1,9381,0,1
1,177,2538,157,39,9,1,1,1,1,13605,1,1
1,42,1701,192,14,12,1,9,1,1,11823,0,1
1,7,535,2,15,7,0,17,0,1,274,1,1
1,18,3932,347,70,31,1,9,1,1,2673,1,1
0,0,12,0,0,0,0,0,0,0,113,0,0
0,0,2,0,0,0,0,0,0,0,29,0,0
1,172,511,148,36,2,0,1,1,1,8944,1,1
1,5,666,10,11,1,0,1,0,1,1034,1,1
1,108,3818,39,61,14,1,5,1,1,8047,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,64,1993,168,20,8,1,6,1,1,2193,1,1
1,74,669,61,15,12,0,7,1,1,9381,1,1
1,155,1550,153,20,82,1,26,1,1,14861,1,1
0,0,2,0,0,0,0,0,0,0,42,0,0
1,13,984,94,20,32,1,35,1,1,6136,0,1
1,103,821,83,26,10,1,2,1,1,8047,1,1
0,1,21,1,1,3,0,1,0,1,159078,0,0
1,150,1964,143,37,17,1,9,0,1,9381,0,1
1,5,1145,0,25,15,0,10,0,1,1580,1,1
1,46,468,26,3,0,1,1,1,1,450,0,1
1,227,1005,148,31,26,1,19,1,1,1820,1,1
1,36,3801,88,42,14,1,4,0,1,14684,1,1
1,141,1664,133,37,61,1,48,0,1,41445,0,1
1,108,763,104,42,5,1,1,1,1,2799,0,1
1,121,1567,129,39,13,1,4,1,1,9381,1,1
0,1,2,1,0,1,0,1,0,1,512,0,0
1,18,1128,3,3,3,0,0,0,1,1623,1,1
1,94,708,3,9,8,1,4,1,1,383,1,1
0,0,40,0,0,0,0,0,0,0,112,0,0
1,97,2160,81,38,32,1,34,1,1,9381,1,1
1,27,4641,73,0,21,1,15,1,1,1528,1,1
1,54,604,136,39,11,1,6,1,1,3679,0,1
1,3,239,18,8,4,0,3,1,1,1076,0,1
1,21,3787,111,53,27,1,5,1,1,4795,1,1
0,0,2,0,0,0,0,0,0,0,36,0,0
0,0,15,0,0,0,0,0,0,0,155,0,0
1,52,380,56,14,15,1,6,1,1,1746,1,1
1,1,1110,69,33,27,0,9,0,1,650,0,1
0,1,2,1,0,1,0,0,0,0,823,0,0
1,21,1810,61,61,22,1,132,1,1,4760,1,1
0,1,2,1,0,1,0,0,0,0,833,0,0
1,12,1810,293,55,22,1,10,1,1,698,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
0,1,11,1,0,0,0,0,0,0,74,0,0
0,0,49,0,0,2,0,0,0,0,759,0,0
0,0,2,0,0,0,0,0,0,1,102,0,0
0,0,13,0,0,0,0,0,0,1,15444,0,0
1,3,387,13,2,8,1,5,0,1,3001,1,1
0,1,86,67,0,63,0,4,0,0,266643,0,0
1,188,1007,181,28,23,0,8,1,1,9381,1,1
1,6,1483,16,8,4,0,1,1,1,2395,1,1
1,466,3265,446,190,15,1,12,1,1,2271,1,1
1,186,3572,159,77,23,1,11,1,1,5467,1,1
0,0,2,0,0,0,0,0,0,0,32,0,0
1,7,603,29,3,11,1,10,1,1,691,1,1
1,16,111,7,1,3,0,3,1,1,635,0,1
0,0,2,0,0,0,0,0,0,1,36,0,0
0,0,10,0,0,1,0,1,0,0,527,0,0
1,85,451,78,22,21,1,52,1,1,13741,0,1
0,1,13,1,0,0,0,0,0,0,127,0,0
1,9,1087,66,35,2,1,6,1,1,292,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,0,35,0,0
1,485,14131,473,306,39,1,33,1,1,47993,1,1
1,74,563,64,9,11,1,9,1,1,9381,1,1
1,87,1121,81,6,31,1,29,1,1,9381,1,1
0,0,2,0,0,0,0,0,0,0,482,0,0
1,43,922,37,13,4,0,7,1,1,713,1,1
1,99,503,96,52,7,0,4,1,1,472,1,1
1,96,3465,312,98,233,1,54,1,1,9165,0,1
1,56,505,37,27,9,1,5,1,1,709,1,1
1,79,507,77,14,10,0,6,1,1,9381,1,1
0,0,8,0,0,0,0,0,0,0,49,0,0
1,13,582,5,24,10,1,6,1,1,305,1,1
1,151,3086,122,52,25,1,19,1,1,2213,1,1
1,88,867,80,31,25,1,19,0,1,14408,1,1
1,223,4522,222,407,10,1,5,1,1,602,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,4,436,0,2,11,0,14,0,1,637,0,1
0,0,14,0,0,0,0,0,0,0,62,0,0
0,0,2,0,0,0,0,0,0,0,40,0,0
0,0,20,0,0,0,0,0,0,0,211,0,0
1,193,1091,6,36,15,1,22,0,1,9381,1,1
1,13,1286,0,98,4,1,7,0,1,711,0,1
1,65,1187,51,24,113,1,9,1,1,6299,1,1
0,0,2,0,0,0,0,0,0,1,81,0,0
0,1,2,1,1,0,0,0,0,1,34311,0,0
1,10,157,10,2,15,1,1,0,1,182,1,1
0,6,243,0,2,0,0,0,0,0,317,0,0
1,4,322,0,4,4,1,1,0,1,349,1,1
0,1,9,0,0,0,0,0,0,0,81,0,0
1,17,900,36,4,8,1,3,0,1,6461,1,1
1,41,370,37,4,4,1,6,1,1,8047,1,1
1,78,771,77,22,17,1,9,1,1,9381,1,1
1,309,1648,306,58,24,0,10,1,1,2003,1,1
